Bus Route Number,Source Location,Destination Location,Type of Bus,Time
56B,Erode,Ramanathapuram,Government,11:53
87A,Cuddalore,Perambalur,AC,07:05
19C,Virudhunagar,Coimbatore,Express,03:33
40B,Tiruppur,Nagercoil,Non-AC,09:22
55C,Tiruppur,Tiruchirappalli,AC,20:51
51B,Erode,Thanjavur,Non-AC,18:54
53C,Madurai,Coimbatore,Express,12:23
55C,Coimbatore,Nagercoil,Non-AC,11:19
42A,Namakkal,Kanchipuram,Express,11:08
39C,Kanchipuram,Salem,Private,08:57
40A,Thanjavur,Chennai,Private,12:13
89D,Vellore,Perambalur,Private,21:49
21A,Tiruvallur,Hosur,AC,02:09
74A,Nagapattinam,Tirunelveli,AC,14:50
92C,Vellore,Ramanathapuram,Private,17:20
40B,Virudhunagar,Vellore,Private,12:37
26D,Dharmapuri,Kanchipuram,Private,11:32
42A,Thoothukudi,Nagercoil,Private,20:18
39C,Chennai,Nagapattinam,Government,21:56
26D,Cuddalore,Ramanathapuram,Express,21:04
89B,Madurai,Perambalur,Express,10:08
37D,Tiruvannamalai,Madurai,Government,13:24
38C,Tiruvannamalai,Ramanathapuram,Government,09:04
51A,Tiruchirappalli,Nagercoil,Non-AC,05:11
49B,Nagapattinam,Thoothukudi,Express,04:37
70D,Tiruppur,Chennai,Non-AC,20:09
91B,Namakkal,Tirunelveli,AC,23:21
72C,Nagercoil,Krishnagiri,Government,22:51
30D,Thanjavur,Nagercoil,Express,16:08
56B,Madurai,Tirunelveli,Non-AC,13:50
83A,Thanjavur,Kanchipuram,Non-AC,22:41
13C,Chennai,Sivakasi,Non-AC,02:11
46A,Madurai,Hosur,Private,07:37
61B,Perambalur,Ramanathapuram,Non-AC,01:07
73D,Tiruchirappalli,Tiruvannamalai,Non-AC,16:35
84D,Vellore,Krishnagiri,AC,16:29
83B,Ramanathapuram,Sivakasi,Non-AC,17:07
96D,Tiruchirappalli,Dindigul,Private,08:09
32A,Virudhunagar,Chennai,Government,19:36
25A,Nagercoil,Pudukkottai,Private,11:40
85A,Chennai,Ramanathapuram,Non-AC,16:14
77A,Vellore,Thanjavur,Non-AC,15:30
96A,Coimbatore,Chennai,Private,21:32
85B,Hosur,Tiruvallur,Government,09:26
41A,Chennai,Nagapattinam,Private,14:11
37D,Thoothukudi,Vellore,Private,22:11
33C,Krishnagiri,Perambalur,Private,22:55
89B,Perambalur,Karur,AC,14:58
49C,Sivakasi,Coimbatore,Government,01:41
21C,Virudhunagar,Dharmapuri,AC,11:08
10B,Karur,Coimbatore,AC,13:34
51C,Chennai,Ariyalur,Private,19:46
59A,Madurai,Dindigul,Express,02:23
80C,Thoothukudi,Vellore,AC,23:21
6B,Dharmapuri,Dindigul,Government,18:51
49A,Coimbatore,Tiruchirappalli,Non-AC,02:13
79A,Virudhunagar,Namakkal,Express,05:48
84B,Tiruppur,Sivakasi,Government,11:17
8B,Dindigul,Dharmapuri,Express,18:33
4D,Ramanathapuram,Tiruvannamalai,AC,00:29
21B,Cuddalore,Thoothukudi,AC,16:38
1D,Tiruppur,Perambalur,Non-AC,19:31
23D,Perambalur,Sivakasi,AC,00:39
57B,Kanchipuram,Namakkal,Government,08:51
14A,Tiruppur,Dindigul,Government,03:07
31D,Hosur,Dharmapuri,Government,18:19
80D,Tiruvallur,Perambalur,Express,23:54
32D,Nagercoil,Hosur,Express,19:42
69C,Perambalur,Coimbatore,Government,13:03
58A,Madurai,Dharmapuri,Government,13:27
89B,Perambalur,Krishnagiri,Non-AC,13:58
54A,Kanchipuram,Tiruchirappalli,AC,08:49
93D,Ramanathapuram,Cuddalore,Express,01:16
18A,Ariyalur,Thoothukudi,Non-AC,01:34
1C,Nagapattinam,Karur,Express,18:26
51B,Nagapattinam,Nagercoil,Private,10:47
11D,Ariyalur,Madurai,AC,01:41
37A,Nagapattinam,Tiruvallur,Government,08:37
4A,Thanjavur,Dharmapuri,AC,06:51
42D,Virudhunagar,Pudukkottai,Government,02:34
81B,Perambalur,Hosur,Government,06:12
22D,Kanchipuram,Ariyalur,AC,16:17
34A,Madurai,Nagapattinam,Government,05:48
16A,Salem,Tirunelveli,Express,04:38
42D,Madurai,Tiruchirappalli,Government,08:24
62D,Cuddalore,Tiruvannamalai,Express,21:32
25B,Karur,Dindigul,Express,02:04
24C,Kanchipuram,Karur,Government,11:45
90A,Kanchipuram,Cuddalore,Private,01:04
9D,Tiruppur,Sivakasi,Private,17:02
22B,Dharmapuri,Erode,Express,06:42
35C,Krishnagiri,Tiruvallur,Non-AC,12:54
5C,Ramanathapuram,Pudukkottai,Express,06:47
88D,Nagercoil,Perambalur,Government,14:06
15C,Ramanathapuram,Tiruchirappalli,AC,08:56
9A,Tiruvannamalai,Nagercoil,Government,00:24
5B,Dharmapuri,Cuddalore,Government,00:26
43D,Tiruppur,Pudukkottai,Non-AC,21:34
89A,Salem,Thoothukudi,Express,09:20
6A,Thanjavur,Pudukkottai,Private,16:47
50D,Ramanathapuram,Virudhunagar,Non-AC,09:15
97C,Vellore,Hosur,AC,13:17
85B,Tiruchirappalli,Dindigul,Non-AC,03:19
52A,Ariyalur,Namakkal,Private,18:17
97B,Sivakasi,Dindigul,Non-AC,07:53
94D,Chennai,Thanjavur,Government,02:17
33C,Thoothukudi,Vellore,Government,18:02
38B,Tiruvallur,Tirunelveli,Government,22:58
42B,Erode,Nagapattinam,Government,04:02
6B,Krishnagiri,Karur,Non-AC,14:08
24A,Hosur,Thanjavur,Government,18:45
6B,Kanchipuram,Sivakasi,Private,23:26
79B,Erode,Tiruchirappalli,Express,21:24
84A,Namakkal,Nagercoil,Non-AC,06:09
33A,Thanjavur,Ramanathapuram,Government,12:26
1A,Nagercoil,Tiruchirappalli,Non-AC,03:55
70C,Chennai,Nagercoil,AC,19:44
87D,Ramanathapuram,Tiruchirappalli,Non-AC,20:50
70A,Chennai,Namakkal,Express,05:38
72B,Pudukkottai,Virudhunagar,Express,13:38
82A,Coimbatore,Sivakasi,Government,11:13
1D,Nagercoil,Nagapattinam,AC,15:37
76D,Dharmapuri,Namakkal,AC,19:15
23C,Thanjavur,Karur,AC,16:12
48C,Salem,Cuddalore,AC,12:02
62D,Cuddalore,Chennai,AC,03:50
11D,Cuddalore,Nagercoil,Non-AC,06:26
23C,Cuddalore,Virudhunagar,Express,19:26
27C,Pudukkottai,Virudhunagar,Express,00:48
39D,Pudukkottai,Salem,Government,18:29
80A,Ariyalur,Karur,Non-AC,07:14
20C,Tiruvannamalai,Tirunelveli,Non-AC,21:13
67C,Tirunelveli,Dindigul,Non-AC,11:03
30B,Tiruppur,Krishnagiri,Private,18:49
40C,Pudukkottai,Sivakasi,Private,01:28
33B,Thanjavur,Coimbatore,Private,22:21
15C,Tiruppur,Madurai,Express,09:09
42C,Thanjavur,Nagapattinam,Private,16:28
33C,Tirunelveli,Coimbatore,Non-AC,15:52
90A,Tirunelveli,Vellore,AC,20:59
32D,Cuddalore,Salem,Private,05:28
9C,Kanchipuram,Nagapattinam,Non-AC,11:49
67A,Erode,Nagercoil,AC,05:06
94C,Ramanathapuram,Perambalur,Private,22:35
11B,Vellore,Pudukkottai,Express,18:39
71A,Namakkal,Salem,Express,15:01
92B,Virudhunagar,Chennai,Non-AC,06:57
83B,Perambalur,Coimbatore,Express,13:19
41B,Pudukkottai,Dindigul,Private,12:35
56B,Chennai,Pudukkottai,AC,16:53
10C,Tiruvallur,Tiruchirappalli,Private,23:44
21C,Pudukkottai,Coimbatore,Private,17:17
90C,Perambalur,Tirunelveli,Express,04:32
6A,Dharmapuri,Dindigul,AC,23:09
54D,Dindigul,Cuddalore,Non-AC,08:18
43C,Tiruvannamalai,Pudukkottai,Private,03:19
71B,Thanjavur,Krishnagiri,Non-AC,21:01
80D,Perambalur,Nagapattinam,Private,14:37
97D,Karur,Thoothukudi,AC,02:07
24A,Salem,Krishnagiri,Express,16:26
68B,Coimbatore,Dindigul,Express,10:38
80D,Nagapattinam,Perambalur,Government,19:53
45A,Madurai,Tirunelveli,AC,11:07
77C,Thoothukudi,Nagapattinam,Government,06:56
68A,Cuddalore,Nagercoil,Private,11:43
65A,Thoothukudi,Cuddalore,Government,13:26
69C,Chennai,Ariyalur,Private,22:06
69B,Sivakasi,Thoothukudi,Non-AC,09:28
43D,Kanchipuram,Ramanathapuram,Private,05:44
69A,Thanjavur,Ramanathapuram,Government,19:49
81B,Tiruchirappalli,Erode,Private,14:20
61A,Tiruvannamalai,Tiruppur,AC,16:07
12B,Coimbatore,Krishnagiri,Private,04:06
70B,Coimbatore,Tiruvallur,Private,05:12
38C,Pudukkottai,Erode,Non-AC,01:48
33D,Nagercoil,Chennai,AC,21:57
2D,Kanchipuram,Karur,Non-AC,23:46
9B,Sivakasi,Dindigul,Express,05:44
42C,Cuddalore,Perambalur,Non-AC,10:07
49C,Erode,Tiruchirappalli,Private,17:40
32B,Dharmapuri,Nagapattinam,AC,06:17
88A,Tiruvannamalai,Vellore,Non-AC,13:10
34C,Nagercoil,Pudukkottai,Government,20:06
21A,Thoothukudi,Namakkal,Express,04:49
54C,Cuddalore,Vellore,Express,13:47
35C,Tiruchirappalli,Vellore,Non-AC,20:11
78C,Perambalur,Dindigul,AC,10:56
27D,Karur,Tiruvallur,Private,01:48
76D,Virudhunagar,Cuddalore,Government,02:14
65A,Erode,Hosur,Non-AC,02:50
56C,Pudukkottai,Nagapattinam,AC,07:12
27B,Hosur,Krishnagiri,Government,05:14
17A,Tiruvallur,Tiruppur,Government,17:03
79C,Thanjavur,Chennai,Government,06:27
56D,Thoothukudi,Chennai,AC,22:34
53A,Thoothukudi,Thanjavur,AC,16:40
96D,Thoothukudi,Ramanathapuram,Express,20:20
50A,Sivakasi,Thanjavur,Non-AC,17:51
47D,Erode,Dindigul,Government,03:36
82D,Tiruvallur,Cuddalore,Express,10:51
57C,Pudukkottai,Dindigul,Non-AC,01:17
36A,Coimbatore,Erode,Express,06:34
87A,Tiruchirappalli,Virudhunagar,Express,18:26
39A,Madurai,Virudhunagar,Private,05:48
1A,Pudukkottai,Ramanathapuram,AC,14:17
55A,Thoothukudi,Kanchipuram,Non-AC,20:01
13D,Nagapattinam,Hosur,Express,00:11
14B,Tiruppur,Kanchipuram,AC,18:37
13A,Erode,Karur,Non-AC,16:57
39A,Dindigul,Ariyalur,Government,17:33
92A,Nagapattinam,Coimbatore,Non-AC,00:14
23A,Thoothukudi,Perambalur,Government,07:40
53A,Sivakasi,Kanchipuram,Private,16:38
77B,Salem,Cuddalore,Government,20:10
46D,Coimbatore,Kanchipuram,Government,02:41
37C,Cuddalore,Ariyalur,Government,07:23
24A,Madurai,Cuddalore,Private,07:37
10A,Tirunelveli,Thoothukudi,Private,02:01
9A,Thanjavur,Vellore,Government,10:21
40B,Tiruppur,Thoothukudi,Express,23:48
23D,Tiruvannamalai,Hosur,Non-AC,23:26
96D,Madurai,Hosur,Private,02:19
66C,Tiruvannamalai,Salem,Express,12:04
69D,Virudhunagar,Namakkal,Private,14:14
62C,Nagercoil,Tiruvallur,Express,13:12
4D,Namakkal,Thanjavur,Non-AC,15:21
96A,Hosur,Karur,AC,03:09
48D,Chennai,Ariyalur,Non-AC,18:37
34D,Pudukkottai,Salem,AC,05:26
10B,Namakkal,Thoothukudi,Non-AC,05:31
29A,Hosur,Tirunelveli,AC,17:56
80D,Sivakasi,Madurai,Government,00:14
60B,Vellore,Pudukkottai,AC,14:08
45D,Pudukkottai,Coimbatore,Express,16:48
31B,Cuddalore,Thanjavur,Private,23:10
13C,Tiruvannamalai,Thoothukudi,Express,02:01
8C,Thanjavur,Tiruchirappalli,AC,10:29
64A,Tirunelveli,Dharmapuri,Non-AC,04:06
57D,Erode,Namakkal,Government,14:06
3A,Tiruvallur,Tiruvannamalai,Express,05:33
81D,Salem,Karur,Non-AC,07:04
43C,Thoothukudi,Ariyalur,Non-AC,07:47
4B,Nagapattinam,Dindigul,Private,15:29
67D,Sivakasi,Vellore,Express,20:58
37C,Madurai,Coimbatore,Government,16:30
51B,Thanjavur,Vellore,Express,09:31
86C,Vellore,Erode,Non-AC,11:58
92B,Sivakasi,Coimbatore,AC,16:15
28C,Ramanathapuram,Nagapattinam,AC,03:16
55B,Coimbatore,Madurai,Non-AC,12:11
79D,Ramanathapuram,Hosur,Express,11:35
31A,Dindigul,Madurai,Non-AC,11:21
27C,Ramanathapuram,Vellore,Express,23:31
38D,Virudhunagar,Tiruppur,Express,06:46
37A,Cuddalore,Chennai,AC,16:24
97D,Thoothukudi,Tiruvallur,AC,03:44
6A,Chennai,Thanjavur,Government,12:19
42A,Tiruppur,Namakkal,Private,18:50
63D,Hosur,Salem,Non-AC,17:54
27A,Coimbatore,Tiruchirappalli,Government,20:25
7C,Salem,Pudukkottai,AC,21:35
33B,Hosur,Namakkal,AC,22:05
38B,Dharmapuri,Tiruppur,AC,04:30
7B,Cuddalore,Tiruvannamalai,Government,23:35
72D,Kanchipuram,Vellore,Non-AC,13:07
84B,Kanchipuram,Erode,AC,10:14
37C,Hosur,Tiruvallur,Express,22:12
28D,Nagapattinam,Dindigul,Government,18:41
79C,Hosur,Chennai,Private,10:34
14A,Thoothukudi,Tiruchirappalli,Government,20:40
21C,Krishnagiri,Thanjavur,Non-AC,19:54
31A,Nagapattinam,Perambalur,Government,00:01
79C,Coimbatore,Chennai,Government,14:33
9C,Hosur,Coimbatore,Government,07:12
24D,Tiruvannamalai,Ramanathapuram,Private,22:32
98C,Madurai,Namakkal,AC,00:46
37A,Nagercoil,Ramanathapuram,AC,11:23
96A,Krishnagiri,Namakkal,Government,23:13
80A,Tiruppur,Nagercoil,Express,12:34
19C,Tirunelveli,Thoothukudi,Non-AC,05:51
68A,Kanchipuram,Nagercoil,AC,23:10
6B,Ramanathapuram,Coimbatore,Government,23:12
4B,Krishnagiri,Salem,Non-AC,08:20
45A,Ramanathapuram,Ariyalur,AC,19:25
24B,Namakkal,Thoothukudi,Non-AC,20:25
83B,Hosur,Vellore,AC,05:26
31A,Madurai,Ramanathapuram,Non-AC,09:17
33D,Krishnagiri,Karur,Non-AC,04:01
96C,Vellore,Tiruvannamalai,Express,03:44
38A,Erode,Sivakasi,AC,09:27
68B,Pudukkottai,Chennai,Government,19:11
21D,Dindigul,Virudhunagar,Non-AC,18:51
81B,Dharmapuri,Krishnagiri,Private,13:11
66A,Dindigul,Tiruppur,Non-AC,14:47
4C,Nagapattinam,Madurai,Private,22:20
16B,Thanjavur,Karur,Non-AC,10:06
25A,Thoothukudi,Dharmapuri,Private,17:36
51B,Krishnagiri,Sivakasi,AC,06:12
92D,Dindigul,Coimbatore,AC,23:30
93A,Coimbatore,Ramanathapuram,AC,12:15
66B,Madurai,Erode,Private,04:47
30D,Thanjavur,Chennai,Government,11:25
50C,Hosur,Dharmapuri,Private,23:55
97A,Vellore,Sivakasi,Express,14:05
18C,Chennai,Hosur,Government,22:11
64C,Namakkal,Dharmapuri,AC,23:30
20C,Ariyalur,Sivakasi,Private,20:23
77A,Hosur,Dharmapuri,Non-AC,17:08
47A,Perambalur,Namakkal,Private,06:10
44B,Thanjavur,Dharmapuri,Express,19:31
29B,Ramanathapuram,Cuddalore,Government,00:49
39D,Tiruppur,Nagercoil,Non-AC,17:25
54C,Krishnagiri,Erode,Non-AC,11:46
5A,Vellore,Hosur,Government,20:57
75A,Vellore,Erode,AC,09:41
83C,Tiruchirappalli,Krishnagiri,AC,16:58
84A,Vellore,Tiruvallur,AC,01:49
25A,Sivakasi,Vellore,Government,22:59
55D,Madurai,Virudhunagar,Private,14:11
26B,Virudhunagar,Pudukkottai,Private,09:57
30D,Dindigul,Chennai,Government,12:30
97B,Chennai,Tiruchirappalli,Government,23:30
39B,Hosur,Namakkal,AC,10:58
41C,Thoothukudi,Coimbatore,Government,23:56
35D,Dindigul,Ramanathapuram,Government,23:02
31D,Pudukkottai,Namakkal,Government,05:17
43A,Tirunelveli,Cuddalore,AC,20:05
47B,Kanchipuram,Hosur,AC,13:28
77B,Vellore,Virudhunagar,Private,04:26
42C,Tiruchirappalli,Dharmapuri,Private,07:55
22A,Hosur,Kanchipuram,Express,01:21
81D,Thoothukudi,Tiruppur,Private,05:38
86B,Virudhunagar,Chennai,AC,17:50
91C,Tiruvannamalai,Pudukkottai,Non-AC,10:22
87C,Tiruvannamalai,Nagercoil,Express,17:59
90D,Tiruvannamalai,Namakkal,Government,01:00
86B,Nagapattinam,Sivakasi,Private,11:26
51D,Coimbatore,Tiruchirappalli,Express,07:29
62A,Chennai,Sivakasi,Private,10:55
69C,Thoothukudi,Tiruppur,Government,22:36
42B,Erode,Vellore,Private,06:03
49D,Vellore,Krishnagiri,Private,01:26
30C,Namakkal,Salem,Express,16:23
83C,Krishnagiri,Tiruchirappalli,Non-AC,11:40
1D,Karur,Sivakasi,Government,19:42
1B,Thoothukudi,Dindigul,Non-AC,02:43
65B,Tiruvallur,Cuddalore,Government,01:00
79C,Ariyalur,Madurai,Private,11:00
74B,Tiruppur,Karur,Express,01:19
62C,Namakkal,Tiruchirappalli,Express,23:34
72D,Tiruvallur,Nagapattinam,Private,15:44
71A,Thoothukudi,Tiruvallur,Government,17:02
37D,Hosur,Tiruchirappalli,Government,13:40
86A,Perambalur,Dindigul,Non-AC,01:39
87D,Krishnagiri,Tiruchirappalli,Government,01:40
15B,Tiruppur,Tiruvannamalai,Private,16:13
36B,Virudhunagar,Vellore,Government,14:59
94B,Madurai,Dindigul,AC,22:17
85C,Ariyalur,Vellore,AC,11:21
39A,Thanjavur,Perambalur,Government,14:45
44D,Erode,Madurai,AC,08:37
11A,Perambalur,Karur,Private,16:27
17A,Vellore,Thoothukudi,Non-AC,08:16
53D,Nagercoil,Namakkal,Express,08:51
40A,Tiruvannamalai,Dindigul,Government,19:19
60B,Kanchipuram,Madurai,Private,17:53
43C,Tiruvallur,Thanjavur,Express,05:03
16B,Erode,Karur,Express,12:11
84B,Tiruchirappalli,Nagapattinam,AC,05:38
87D,Sivakasi,Vellore,Non-AC,05:42
67C,Vellore,Chennai,Express,23:47
35B,Pudukkottai,Tiruvannamalai,Government,16:32
63C,Hosur,Madurai,Private,08:21
66D,Pudukkottai,Namakkal,Government,18:31
94B,Thanjavur,Krishnagiri,Express,21:49
29A,Perambalur,Tiruppur,Private,22:50
58D,Salem,Pudukkottai,Government,05:01
35C,Tiruvannamalai,Pudukkottai,AC,20:50
84C,Vellore,Madurai,Private,09:19
77D,Tiruvallur,Hosur,Government,23:55
2A,Tiruvannamalai,Tiruchirappalli,Non-AC,23:26
39A,Pudukkottai,Tiruppur,Government,09:37
14C,Nagercoil,Dindigul,Government,13:07
95A,Namakkal,Erode,Government,07:43
59A,Nagapattinam,Chennai,Express,15:21
9B,Thoothukudi,Tiruvannamalai,Express,23:53
58A,Cuddalore,Dharmapuri,Express,16:17
31A,Sivakasi,Chennai,Private,20:16
46D,Chennai,Tiruvallur,Government,09:05
81B,Cuddalore,Ramanathapuram,Private,11:07
20D,Cuddalore,Nagercoil,Non-AC,06:50
22D,Sivakasi,Tiruchirappalli,Non-AC,09:57
87B,Nagapattinam,Kanchipuram,AC,04:40
7B,Dharmapuri,Tiruvannamalai,Private,02:59
74D,Tiruppur,Dindigul,Government,03:21
80D,Krishnagiri,Tiruvannamalai,Express,13:12
8C,Tiruvallur,Cuddalore,Government,04:28
9C,Nagapattinam,Tiruvannamalai,AC,22:07
75A,Tiruvallur,Namakkal,Express,03:57
7C,Ariyalur,Vellore,Express,03:22
1D,Ramanathapuram,Dindigul,Government,19:41
16A,Hosur,Tirunelveli,Express,05:30
88C,Karur,Madurai,Express,02:50
89C,Krishnagiri,Pudukkottai,Private,13:19
96B,Hosur,Pudukkottai,Express,18:56
31C,Ariyalur,Tiruvannamalai,Express,12:28
50D,Perambalur,Dindigul,Non-AC,10:40
5D,Thanjavur,Pudukkottai,AC,15:58
27D,Tiruvannamalai,Cuddalore,Government,20:38
81D,Salem,Perambalur,Government,11:00
73A,Tirunelveli,Tiruvallur,AC,19:54
73D,Tiruppur,Vellore,Express,18:39
90C,Salem,Tiruvallur,Government,05:34
73B,Nagapattinam,Kanchipuram,AC,04:24
31B,Kanchipuram,Nagercoil,Private,21:42
79D,Coimbatore,Tirunelveli,Private,17:29
39A,Krishnagiri,Thoothukudi,Private,21:55
80D,Karur,Madurai,Non-AC,05:17
36C,Erode,Dindigul,Government,17:19
68B,Dharmapuri,Salem,Government,09:10
61B,Coimbatore,Tiruchirappalli,AC,09:20
87B,Sivakasi,Nagercoil,Private,03:18
31D,Thoothukudi,Tirunelveli,AC,07:43
14A,Cuddalore,Virudhunagar,AC,13:55
42B,Nagapattinam,Hosur,Non-AC,02:48
21B,Vellore,Nagapattinam,Government,18:26
36B,Erode,Nagapattinam,Express,18:47
51C,Tiruvannamalai,Erode,Express,16:19
51A,Chennai,Nagercoil,Private,04:50
3D,Sivakasi,Tiruvannamalai,Express,14:28
9C,Thanjavur,Coimbatore,Government,06:45
59C,Sivakasi,Tiruvallur,AC,09:27
33C,Nagercoil,Dharmapuri,Express,16:44
21C,Dindigul,Nagercoil,AC,10:32
20A,Cuddalore,Tirunelveli,Non-AC,14:05
10D,Hosur,Pudukkottai,Private,15:02
58D,Sivakasi,Thoothukudi,Non-AC,05:39
59B,Nagapattinam,Nagercoil,AC,00:24
15C,Chennai,Ramanathapuram,Non-AC,13:09
74A,Tiruppur,Erode,AC,01:36
48B,Thoothukudi,Cuddalore,Private,22:38
70D,Krishnagiri,Hosur,Government,03:37
10D,Karur,Tirunelveli,Government,14:34
30C,Virudhunagar,Tirunelveli,AC,05:00
9B,Pudukkottai,Coimbatore,Express,00:52
69A,Tiruchirappalli,Nagapattinam,Private,12:16
80C,Nagapattinam,Salem,AC,03:43
3B,Thoothukudi,Salem,Non-AC,18:54
6C,Vellore,Perambalur,AC,13:39
91C,Hosur,Ariyalur,Express,20:33
7A,Karur,Chennai,AC,03:55
78D,Perambalur,Erode,AC,14:25
42D,Tiruvallur,Tiruchirappalli,AC,23:35
87C,Ramanathapuram,Karur,Non-AC,09:16
82A,Thoothukudi,Krishnagiri,AC,18:52
79C,Tiruppur,Namakkal,Private,04:16
41D,Namakkal,Thoothukudi,AC,15:47
83D,Hosur,Ramanathapuram,Private,12:21
91B,Krishnagiri,Thanjavur,AC,00:20
57C,Coimbatore,Hosur,Government,18:50
89D,Thoothukudi,Ariyalur,AC,21:10
54B,Ariyalur,Krishnagiri,Government,08:54
39D,Vellore,Chennai,AC,02:29
47D,Perambalur,Erode,AC,22:38
76A,Karur,Tiruchirappalli,Non-AC,07:27
8B,Dindigul,Salem,Express,09:10
39C,Tiruvannamalai,Erode,Government,07:07
7A,Erode,Salem,Private,13:55
35A,Chennai,Coimbatore,Government,02:15
15B,Cuddalore,Krishnagiri,AC,01:26
6D,Karur,Nagapattinam,Express,05:23
78C,Dindigul,Ramanathapuram,Express,05:54
93C,Thanjavur,Cuddalore,AC,19:33
28B,Ramanathapuram,Virudhunagar,Express,01:53
2D,Pudukkottai,Hosur,Non-AC,13:15
97A,Thanjavur,Ramanathapuram,Government,10:59
63C,Madurai,Dindigul,AC,08:06
94D,Krishnagiri,Hosur,Express,17:04
29D,Ramanathapuram,Tirunelveli,Express,11:02
35A,Tiruchirappalli,Tiruvannamalai,Express,01:35
66B,Erode,Dharmapuri,Non-AC,17:37
89D,Cuddalore,Madurai,Government,16:05
59B,Vellore,Ariyalur,Government,23:00
27B,Namakkal,Coimbatore,Private,18:30
26C,Pudukkottai,Tiruvallur,Private,16:26
90D,Tirunelveli,Pudukkottai,Non-AC,05:27
96C,Tiruchirappalli,Virudhunagar,Private,21:05
93C,Chennai,Thoothukudi,Express,05:44
50C,Pudukkottai,Cuddalore,Express,14:54
76D,Karur,Chennai,Private,15:24
71C,Tiruvannamalai,Ariyalur,Express,07:36
1C,Tiruvannamalai,Tirunelveli,Express,15:27
79D,Vellore,Tiruchirappalli,Non-AC,13:12
91D,Kanchipuram,Chennai,Government,23:08
86C,Pudukkottai,Tirunelveli,Non-AC,14:54
92A,Namakkal,Coimbatore,AC,22:06
11D,Pudukkottai,Ramanathapuram,Government,04:05
95C,Karur,Krishnagiri,Express,23:35
3D,Tiruvallur,Namakkal,Government,13:14
13B,Nagercoil,Salem,Government,21:47
68B,Tiruchirappalli,Namakkal,Government,14:50
27C,Karur,Ariyalur,Express,07:06
54D,Pudukkottai,Dindigul,Government,16:18
96B,Tiruppur,Namakkal,Express,16:15
91A,Karur,Tirunelveli,Express,05:11
17B,Thoothukudi,Chennai,Government,20:35
44A,Chennai,Sivakasi,Non-AC,19:39
77A,Tiruvallur,Nagapattinam,Non-AC,21:21
18C,Nagercoil,Kanchipuram,Express,04:02
44C,Madurai,Tiruppur,Government,22:00
43D,Erode,Tirunelveli,AC,16:12
1A,Thanjavur,Salem,Private,23:31
35C,Ariyalur,Perambalur,Private,21:02
4A,Thanjavur,Erode,Private,01:39
42D,Nagapattinam,Krishnagiri,Private,00:46
58B,Madurai,Cuddalore,AC,20:16
24A,Thanjavur,Nagercoil,Express,18:29
45B,Perambalur,Tiruvallur,Private,15:32
53B,Thoothukudi,Cuddalore,Government,12:24
7C,Ariyalur,Dharmapuri,AC,13:33
49C,Hosur,Chennai,AC,04:16
24D,Kanchipuram,Dharmapuri,Private,05:33
11A,Salem,Thoothukudi,AC,07:19
5C,Perambalur,Thoothukudi,Express,20:51
89B,Nagercoil,Pudukkottai,AC,04:52
67B,Ramanathapuram,Salem,AC,12:43
29D,Tiruppur,Thoothukudi,Non-AC,22:49
58B,Thanjavur,Tirunelveli,Non-AC,09:19
2A,Ariyalur,Nagercoil,AC,10:16
4C,Virudhunagar,Coimbatore,Non-AC,12:15
19B,Coimbatore,Ariyalur,Government,00:10
51A,Sivakasi,Erode,Government,02:38
92A,Krishnagiri,Nagercoil,Government,16:39
84C,Namakkal,Chennai,AC,12:09
70C,Tiruchirappalli,Namakkal,Non-AC,16:32
65B,Thanjavur,Chennai,Express,07:29
11B,Thanjavur,Madurai,Government,13:12
86B,Tiruppur,Cuddalore,Non-AC,19:18
17D,Hosur,Erode,Private,12:21
95A,Dharmapuri,Perambalur,Non-AC,15:49
65D,Thanjavur,Ramanathapuram,AC,17:53
7A,Madurai,Perambalur,Government,03:01
92B,Perambalur,Tiruvannamalai,Government,02:57
74C,Salem,Virudhunagar,Express,22:19
12C,Cuddalore,Chennai,Non-AC,16:13
46D,Thoothukudi,Coimbatore,AC,23:00
66C,Dindigul,Tiruvannamalai,Private,19:23
68D,Hosur,Cuddalore,AC,20:51
40B,Tiruchirappalli,Thanjavur,Express,01:19
2C,Tirunelveli,Thoothukudi,Non-AC,08:27
57C,Vellore,Virudhunagar,Non-AC,09:32
75A,Nagercoil,Tiruppur,Express,23:13
21B,Tiruvallur,Sivakasi,AC,21:45
45B,Namakkal,Tiruvannamalai,AC,19:34
90B,Chennai,Ramanathapuram,Non-AC,18:44
99C,Nagapattinam,Madurai,Government,06:04
32A,Perambalur,Sivakasi,Government,23:09
6C,Tiruppur,Thoothukudi,AC,08:24
86B,Karur,Ariyalur,AC,01:02
50B,Sivakasi,Erode,Government,23:16
49D,Tiruppur,Tiruvallur,Government,22:27
31B,Erode,Madurai,Non-AC,09:48
25A,Tiruchirappalli,Sivakasi,Non-AC,22:34
92B,Tiruchirappalli,Coimbatore,Non-AC,16:07
52C,Namakkal,Hosur,Private,14:35
54C,Coimbatore,Tiruchirappalli,Express,07:21
95C,Ramanathapuram,Namakkal,AC,20:58
58A,Perambalur,Krishnagiri,Express,04:53
10B,Tiruchirappalli,Madurai,AC,07:36
93C,Madurai,Tiruvannamalai,Private,08:28
61B,Nagercoil,Dharmapuri,AC,07:58
72C,Krishnagiri,Perambalur,Express,13:38
7C,Nagercoil,Hosur,Non-AC,12:12
